date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:13	684/684	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/Biip2yNRpL2n6TO7OUvaLSc0nL7Run.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/Biip2yNRpL2n6TO7OUvaLSc0nL7Run.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:14	696/696	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/38SLxYpv6KMO7m1wmZKSN6dFo8B5Ty.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/38SLxYpv6KMO7m1wmZKSN6dFo8B5Ty.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:14	720/720	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/uIjvpeAQAcHZ6U0w4sTHPufOQAx93m.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/uIjvpeAQAcHZ6U0w4sTHPufOQAx93m.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:15	722/722	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/0ZRSJYJ7zeaquDJRPzIL8fTEUnLrxS.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/0ZRSJYJ7zeaquDJRPzIL8fTEUnLrxS.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:15	720/720	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/nELfkQTdigkB3HRRR3IgNPTbdZcNCg.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/nELfkQTdigkB3HRRR3IgNPTbdZcNCg.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:15	684/684	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/aLO7KqaIzRMnqzhoHJWH4AMlk0Delk.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/aLO7KqaIzRMnqzhoHJWH4AMlk0Delk.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:16	696/696	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/BkivDN1Q3mADxEXaLTJn3hTvT7wDWx.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/BkivDN1Q3mADxEXaLTJn3hTvT7wDWx.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:16	720/720	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/gEHk3ILjE7F0cLUmBhf07uO1SHbvgn.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/gEHk3ILjE7F0cLUmBhf07uO1SHbvgn.webp	(from https://agrowealthcapitals.com/?a=projects)
09:26:17	7251/7251	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload//51yDNtv2ooNypfHiXuEbleMzBt0sPA.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/51yDNtv2ooNypfHiXuEbleMzBt0sPA.avif	(from https://agrowealthcapitals.com/?a=faq)
09:26:17	9441/9441	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/images/shape/line-left-02.png	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/images/shape/line-left-02.png	(from https://agrowealthcapitals.com/?a=faq)
09:26:17	19686/19686	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/DvTYyOF1gqK6YoLEGTXJgX7MkYzxXJ.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/DvTYyOF1gqK6YoLEGTXJgX7MkYzxXJ.webp	(from https://agrowealthcapitals.com/?a=faq)
09:26:18	7251/7251	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload//pE7OJJNu2edcPRn22yIS7mGcFq6aWb.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/pE7OJJNu2edcPRn22yIS7mGcFq6aWb.avif	(from https://agrowealthcapitals.com/?a=support)
09:26:19	21876/21876	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/Elhha3V13qMWf1PrCXpt2U78ntyg8G.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/Elhha3V13qMWf1PrCXpt2U78ntyg8G.webp	(from https://agrowealthcapitals.com/?a=support)
09:26:19	6293/6293	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/images/shape/contact-left-earth.png	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/images/shape/contact-left-earth.png	(from https://agrowealthcapitals.com/?a=support)
09:26:19	22285/22285	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/images/shape/contact-line.png	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/images/shape/contact-line.png	(from https://agrowealthcapitals.com/?a=support)
09:26:19	9926/9926	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/jxWh4XoKzdDaqMIGwZThVRfwTSMkyC.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/jxWh4XoKzdDaqMIGwZThVRfwTSMkyC.webp	(from https://agrowealthcapitals.com/?a=support)
09:26:20	14356/14356	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/pagesImage/z5bFu7N1kCJDm0SLsK4eRptkxyIpTw.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/pagesImage/z5bFu7N1kCJDm0SLsK4eRptkxyIpTw.avif	(from https://agrowealthcapitals.com/?a=login)
09:26:21	32144/32144	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/VpK7EXeKluYyuvK00B36Td8BFO2Mgt.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/VpK7EXeKluYyuvK00B36Td8BFO2Mgt.webp	(from https://agrowealthcapitals.com/?a=login)
09:26:21	27492/27492	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2008:26:22%20GMT	https://agrowealthcapitals.com/?a=forgot_password	C:/webby/agro/agrowealthcapitals.com/index8083.html	(from https://agrowealthcapitals.com/?a=login)
09:26:22	14356/14356	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/pagesImage/1LWDByAkpMwDcFy37Og3hx94pEApX5.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/pagesImage/1LWDByAkpMwDcFy37Og3hx94pEApX5.avif	(from https://agrowealthcapitals.com/?a=signup)
09:26:23	23990/23990	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/contents/2GDbzR2sclEs6GCbfkHkcFl987TQ6Z.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/contents/2GDbzR2sclEs6GCbfkHkcFl987TQ6Z.webp	(from https://agrowealthcapitals.com/?a=signup)
09:26:23	14356/14356	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/pagesImage/EgxvUMu5CPzMcnEfDGAXhXxfLSuALk.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/pagesImage/EgxvUMu5CPzMcnEfDGAXhXxfLSuALk.avif	(from https://agrowealthcapitals.com/?a=blogs)
09:26:24	115148/115148	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/blog/0jPxwFRukheJfjs2MsvcqfFLg93nOZ.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/blog/0jPxwFRukheJfjs2MsvcqfFLg93nOZ.webp	(from https://agrowealthcapitals.com/?a=blogs)
09:26:24	7251/7251	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload//RxOpTjx3t9hu2BhdTlzisAQQV6pBQY.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/RxOpTjx3t9hu2BhdTlzisAQQV6pBQY.avif	(from https://agrowealthcapitals.com/?a=privacy-policy)
09:26:25	7251/7251	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload//C5E4AZLvlFVHi4pgHBzro7q77cLun4.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/C5E4AZLvlFVHi4pgHBzro7q77cLun4.avif	(from https://agrowealthcapitals.com/?a=rules)
09:26:25	444734/444734	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/blog/kiXG0NkVWYzcRpoH5pnY8DBGd7chpp.webp	C:/webby/agro/agrowealthcapitals.com/assets/upload/blog/kiXG0NkVWYzcRpoH5pnY8DBGd7chpp.webp	(from https://agrowealthcapitals.com/?a=blogs)
09:26:25	7251/7251	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload//BnZzG4xnLL501ZcTfXLfx10KrFSw3d.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/BnZzG4xnLL501ZcTfXLfx10KrFSw3d.avif	(from https://agrowealthcapitals.com/?a=cookie-policy)
09:26:25	2013/2013	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/images/background/subscribed-02.html	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/images/background/subscribed-02.html	(from https://agrowealthcapitals.com/assets/themes/light/css/module-css/05-subscribe.css)
09:26:26	15711/15711	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/images/background/pricing-bg.jpg	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/images/background/pricing-bg.jpg	(from https://agrowealthcapitals.com/assets/themes/light/css/module-css/10-pricing.css)
09:26:26	2068/2068	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/css/responsive.css	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/css/responsive.css	(from https://agrowealthcapitals.com/assets/themes/light/css/style.css)
09:26:26	94/94	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-brands-400.woff2	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-brands-400.woff2	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Sep%202025%2008:26:29%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-brands-400.ttf	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-brands-400.ttf	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:27	92124/92124	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-brands-400.woff	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-brands-400.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:28	95/95	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-duotone-900.woff2	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-duotone-900.woff2	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Sep%202025%2008:26:30%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-duotone-900.ttf	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-duotone-900.ttf	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:29	93/93	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-light-300.woff2	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-light-300.woff2	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:30	325952/325952	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-duotone-900.woff	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-duotone-900.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:30	310312/310312	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-light-300.woff	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-light-300.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:31	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Sep%202025%2008:26:32%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-light-300.ttf	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-light-300.bb.delayed	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:31	95/95	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-regular-400.woff2	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-regular-400.woff2	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Sep%202025%2008:26:34%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-regular-400.ttf	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-regular-400.ttf	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:32	284340/284340	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-regular-400.woff	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-regular-400.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:32	93/93	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-solid-900.woff2	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-solid-900.woff2	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Sep%202025%2008:26:35%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-solid-900.ttf	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-solid-900.ttf	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:34	92/92	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-thin-100.woff2	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-thin-100.woff2	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:34	239020/239020	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-solid-900.woff	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-solid-900.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:35	331728/331728	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-thin-100.woff	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-thin-100.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Sep%202025%2008:26:37%20GMT	https://agrowealthcapitals.com/assets/themes/light/webfonts/fa-thin-100.ttf	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/webfonts/fa-thin-100.c4.delayed	(from https://agrowealthcapitals.com/assets/themes/light/css/all.min.css)
09:26:36	146/146	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/index.html	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/index.html	(from https://agrowealthcapitals.com/assets/themes/light/css/flaticon.css)
09:26:36	16428/16428	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/flaticond22f.woff?980e0629f2c0ca43deaba9f63322957c	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/flaticond22fd22f.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/flaticon.css)
09:26:37	13704/13704	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/flaticond22f.woff2?980e0629f2c0ca43deaba9f63322957c	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/flaticond22fd22f.woff2	(from https://agrowealthcapitals.com/assets/themes/light/css/flaticon.css)
09:26:37	30948/30948	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/flaticond22f.eot?980e0629f2c0ca43deaba9f63322957c	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/flaticond22fd22f.eot	(from https://agrowealthcapitals.com/assets/themes/light/css/flaticon.css)
09:26:38	21020/21020	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80f.eot?82ipoc	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80fb80f.eot	(from https://agrowealthcapitals.com/assets/themes/light/css/icomoon.css)
09:26:38	283324/283324	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/flaticond22f.svg?980e0629f2c0ca43deaba9f63322957c	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/flaticond22fd22f.svg	(from https://agrowealthcapitals.com/assets/themes/light/css/flaticon.css)
09:26:40	20856/20856	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80f.ttf?82ipoc	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80fb80f.ttf	(from https://agrowealthcapitals.com/assets/themes/light/css/icomoon.css)
09:26:40	20932/20932	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80f.woff?82ipoc	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80fb80f.woff	(from https://agrowealthcapitals.com/assets/themes/light/css/icomoon.css)
09:26:40	78874/78874	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80f.svg?82ipoc	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/fonts/icomoonb80fb80f.svg	(from https://agrowealthcapitals.com/assets/themes/light/css/icomoon.css)
09:26:41	2013/2013	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/css/owl.video.play.html	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/css/owl.video.play.html	(from https://agrowealthcapitals.com/assets/themes/light/css/owl.css)
09:26:42	70857/70857	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/images/flags.png	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/images/flags.png	(from https://agrowealthcapitals.com/assets/themes/light/css/intlTelInput.min.css)
09:26:42	14356/14356	---M--	200	added ('OK')	image/avif	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/upload/pagesImage/uPkUaPKFVRVvJ7dyssS4HU43HhWKmF.avif	C:/webby/agro/agrowealthcapitals.com/assets/upload/pagesImage/uPkUaPKFVRVvJ7dyssS4HU43HhWKmF.avif	(from https://agrowealthcapitals.com/?a=forgot_password)
09:26:42	174369/174369	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Nov%202024%2006:00:00%20GMT	https://agrowealthcapitals.com/assets/themes/light/images/flags%402x.png	C:/webby/agro/agrowealthcapitals.com/assets/themes/light/images/flags@2x.png	(from https://agrowealthcapitals.com/assets/themes/light/css/intlTelInput.min.css)
